md5,doi,url,license,formatted,possible_authorship,possible_citation,print_date,keywords,created,specimens,orcids,countries
908fdce8957d977827911e314388b3bc,10.1111/pala.12379,https://onlinelibrary.wiley.com/doi/abs/10.1111/pala.12379,,"Chevrinais, M., Johanson, Z., Trinajstic, K., Long, J., Morel, C., Renaud, C.B. & Cloutier, R. 2018. Evolution of vertebrate postcranial complexity: axial skeleton regionalization and paired appendages in a Devonian jawless fish Cavin, L. (ed.). Palaeontology, 61, 949–961, doi: 10.1111/pala.12379.
",,,2018-07-05,palaeontology,2018-07-10,"","","Canada,United Kingdom,Australia,"
182f96924902e804b51e9b5ac7e8585c,10.1111/pce.13390,https://doi.org/10.1111/pce.13390,,"John, G.P., Henry, C. & Sack, L. 2018. Leaf rehydration capacity: Associations with other indices of drought tolerance and environment. Plant, Cell & Environment, 41, 2638–2653, doi: 10.1111/pce.13390.
",,,2018-07-05,botany,2018-08-03,"","",United States of America
1e616662b3bde04f4fc4ba608fc33de0,10.7717/peerj.5194,https://peerj.com/articles/5194,cc-by,"Campbell, J.A., Ryan, M.J., Schröder-Adams, C.J., Evans, D.C. & Holmes, R.B. 2018. New insights into chasmosaurine (Dinosauria: Ceratopsidae) skulls from the Upper Cretaceous (Campanian) of Alberta, and an update on the distribution of accessory frill fenestrae in Chasmosaurinae. PeerJ, 6, e5194, doi: 10.7717/peerj.5194.
",false,false,2018-07-03,palaeontology,2018-07-12,"CMN 1254, CMN 2280, CMN 34829, CMN 34832, CMN 41357, CMN 57081, CMN 8798, CMN 8800, CMN 8801, CMN 8802, CMN 8803, CMN 8882","","Canada,United States of America"
32af53c6789fdb233baf83bfd60c2dda,10.1093/conphys/coy037,https://academic.oup.com/conphys/article/6/1/coy037/5051675,cc-by,"Acker, M., Mastromonaco, G. & Schulte-Hostedde, A.I. 2018. The effects of body region, season and external arsenic application on hair cortisol concentration. Conservation Physiology, 6, doi: 10.1093/conphys/coy037.
",false,false,2018-07-01,other,2018-07-15,"","",Canada
f18ede134358e26274a1df04bf4bca63,10.1016/j.envsci.2018.04.007,https://www.sciencedirect.com/science/article/pii/S1462901118302521,,"Romero Manrique, D., Corral, S. & Guimarães Pereira, Â. 2018. Climate-related displacements of coastal communities in the Arctic: Engaging traditional knowledge in adaptation strategies and policies. Environmental Science & Policy, 85, 90–100, doi: 10.1016/j.envsci.2018.04.007.
",false,true,2018-07,other,2018-04-21,"","","Italy,Spain"
f921c55ea8b8790da91f5b1d6e1df187,10.1007/s11207-018-1322-5,https://arxiv.org/pdf/1807.03014,,"Carrasco, V.M.S., Vaquero, J.M., Arlt, R. & Gallego, M.C. 2018. Sunspot Observations Made by Hallaschka During the Dalton Minimum. Solar Physics, 293, doi: 10.1007/s11207-018-1322-5.
",false,true,2018-07,other,2018-07-15,"","0000-0001-9358-1219, 0000-0002-8591-0382","Spain,Germany"
f2d53342af311d8bfc995483e5f72477,10.1016/j.cretres.2018.07.012,https://www.sciencedirect.com/science/article/pii/S0195667118301265,,"Cumbaa, S.L., Day, R., Gingras, M., Haggart, J.W., Holmes, R.B., Murray, A.M. & Schröder-Adams, C. 2018. Lac des Bois, a locality in the northern Western Interior Seaway (Canada) with Tethyan faunal connections during the Cenomanian/Turonian Thermal Maximum. Cretaceous Research, 91, 412–428, doi: 10.1016/j.cretres.2018.07.012.
",true,false,2018-07,other,2018-07-28,CMN 17426,"",Canada
088438b043f6ec7c8e9f394b2f31d99b,10.1017/S0024282918000300,https://www.cambridge.org/core/journals/lichenologist/article/habitat-associations-and-distribution-model-for-fuscopannaria-leucosticta-in-nova-scotia-canada/FCE95DB86254CC7C7342548DC817A466,,"PEARSON, K., CAMERON, R. & MCMULLIN, R.T. 2018. Habitat associations and distribution model for Fuscopannaria leucosticta in Nova Scotia, Canada. The Lichenologist, 50, 487–497, doi: 10.1017/s0024282918000300.
",true,false,2018-07,"botany,selected",2018-07-28,"","",Canada
31f2f039e737d21abc90b50c99f87838,10.1038/s41586-018-0301-1,https://doi.org/10.1038/s41586-018-0301-1,,"Barlow, J., França, F., et al. 2018. The future of hyperdiverse tropical ecosystems. Nature, 559, 517–526, doi: 10.1038/s41586-018-0301-1.
",,,2018-07,other,2018-08-03,"","","United Kingdom,Brazil,Sweden,United States of America,Japan,China,South Africa,Australia,"
e6dfbaf4486431e4d0c5e5a73b7d8dae,10.4289/0013-8797.120.3.616,http://www.bioone.org/doi/abs/10.4289/0013-8797.120.3.616,,"Whitehead, D.R., Chamorro, M.L. & Anderson, R.S. 2018. An Illustrated Key to the Species of Curculio Linnaeus (Coleoptera: Curculionidae) of North America East of the Mississippi River. Proceedings of the Entomological Society of Washington, 120, 616–641, doi: 10.4289/0013-8797.120.3.616.
",true,true,2018-07,"zoology,selected",2018-08-14,"","","United States of America,Canada"
dce78f7a7e7a8c97ed470d4d087f00d8,10.4289/0013-8797.120.3.533,http://www.bioone.org/doi/abs/10.4289/0013-8797.120.3.533,,"Henry, T.J. & Brailovsky, H. 2018. A New Species of the Lace Bug Genus Acalypta (Hemiptera: Heteroptera: Tingidae) from Guatemala, and a Spectacular New Related Genus and New Species from Mexico. Proceedings of the Entomological Society of Washington, 120, 533–542, doi: 10.4289/0013-8797.120.3.533.
",false,true,2018-07,zoology,2018-08-14,NC 27401,"",United States of America
357d1672869ba613d53bb2223eacc229,10.1126/science.aat9844,https://doi.org/10.1126/science.aat9844,,"Prathapan, K.D., Pethiyagoda, R., Bawa, K.S., Raven, P.H. & Rajan, P.D. 2018. When the cure kills—CBD limits biodiversity research. Science, 360, 1405–1406, doi: 10.1126/science.aat9844.
",,,2018-06-29,"other,selected",2018-08-12,"","","India,Australia,United States of America,"
e29066a44593968fc60e30d28749f97e,10.1111/1365-2745.13013,https://doi.org/10.1111/1365-2745.13013,,"Joffard, N., Massol, F., Grenié, M., Montgelard, C. & Schatz, B. 2018. Effect of pollination strategy, phylogeny and distribution on pollination niches of Euro‐Mediterranean orchids Bartomeus, I. (ed.). Journal of Ecology, 107, 478–490, doi: 10.1111/1365-2745.13013.
",,,2018-06-21,botany,2018-08-03,"","",France
1ac5c25f7a56697c963ee68fde920c93,10.1017/jpa.2018.19,https://www.cambridge.org/core/journals/journal-of-paleontology/article/combined-mesowear-analysis-of-mexican-bison-antiquus-shows-a-generalist-diet-with-geographical-variation/7D925307AD1E888FA1EDCCEF367C70F0,,"Díaz-Sibaja, R., Jiménez-Hidalgo, E., Ponce-Saavedra, J. & García-Zepeda, M.L. 2018. A combined mesowear analysis of Mexican Bison antiquus shows a generalist diet with geographical variation. Journal of Paleontology, 92, 1130–1139, doi: 10.1017/jpa.2018.19.
",,,2018-06-19,palaeontology,2018-06-26,"","",Mexico
2a0abb84aa5e86b7399dc8f08e9673f7,10.5194/cp-2018-60,https://doi.org/10.5194/cp-2018-60,cc-by,"Fletcher, T., Warden, L., Sinninghe Damsté, J.S., Brown, K.J., Rybczynski, N., Gosse, J. & Ballantyne, A.P. 2018. The role of elevated atmospheric CO&lt;sub&gt;2&lt;/sub&gt; and increased fire in Arctic
amplification of temperature during the Early to mid-Pliocene. Climate of the Past Discussions, 1–41, doi: 10.5194/cp-2018-60.
",true,false,2018-06-12,other,2018-08-03,"","","United States of America,Netherlands,Canada,"
5d0ddc21ca70b8530f464265a3464b31,10.1017/RDC.2018.50,https://www.cambridge.org/core/journals/radiocarbon/article/an-assessment-of-marine-reservoir-corrections-for-radiocarbon-dates-on-walrus-from-the-foxe-basin-region-of-arctic-canada/9949D8456A2F25FC5C45AC9F533CEF83,,"Dyke, A.S., Savelle, J.M., Szpak, P., Southon, J.R., Howse, L., Desrosiers, P.M. & Kotar, K. 2018. An Assessment of Marine Reservoir Corrections for Radiocarbon Dates on Walrus from the Foxe Basin Region of Arctic Canada. Radiocarbon, 61, 67–81, doi: 10.1017/rdc.2018.50.
",false,false,2018-06-11,"zoology,selected",2018-06-16,"","","Canada,United States of America"
75a72a59023fafdcd8a6002160282182,10.7717/peerj.4932,https://doi.org/10.7717/peerj.4932,cc-by,"Goldstein, E.B., Mullins, E.V., et al. 2018. Literature-based latitudinal distribution and possible range shifts of two US east coast dune grass species (Uniola paniculata and Ammophila breviligulata). PeerJ, 6, e4932, doi: 10.7717/peerj.4932.
",false,false,2018-06-08,botany,2018-08-03,"","",United States of America
9be3fc337f3aece9078a91e074df1d0f,10.1093/sysbio/syy044,https://doi.org/10.1093/sysbio/syy044,,"Troudet, J., Vignes-Lebbe, R., Grandcolas, P. & Legendre, F. 2018. The Increasing Disconnection of Primary Biodiversity Data from Specimens: How Does It Happen and How to Handle It? Antonelli, A. (ed.). Systematic Biology, 67, 1110–1119, doi: 10.1093/sysbio/syy044.
",,,2018-06-08,other,2018-08-03,"","",France
2015695f05a1e2ee523017755b2b68c6,10.1073/pnas.1713819115,https://doi.org/10.1073/pnas.1713819115,cc-by-nc-nd,"Antonelli, A., Zizka, A., Carvalho, F.A., Scharn, R., Bacon, C.D., Silvestro, D. & Condamine, F.L. 2018. Amazonia is the primary source of Neotropical biodiversity. Proceedings of the National Academy of Sciences, 115, 6034–6039, doi: 10.1073/pnas.1713819115.
",,,2018-06-05,other,2018-08-03,"","","Sweden,Brazil,United States of America,Switzerland,France"
fa1926c64fe2804171b8674b0afef739,10.1007/s10021-018-0267-8,https://link.springer.com/article/10.1007/s10021-018-0267-8,,"Heindel, R.C., Governali, F.C., Spickard, A.M. & Virginia, R.A. 2018. The Role of Biological Soil Crusts in Nitrogen Cycling and Soil Stabilization in Kangerlussuaq, West Greenland. Ecosystems, doi: 10.1007/s10021-018-0267-8.
",,,2018-06-04,other,2018-06-09,"","",United States of America
cf042a9cb1192b84fdd6365cb2193e75,10.2138/am-2018-6195,https://www.degruyter.com/view/j/ammin.2018.103.issue-6/am-2018-6195/am-2018-6195.xml,,"Turner, D.J., Rivard, B. & Groat, L.A. 2018. Visible and short-wave infrared reflectance spectroscopy of selected REE-bearing silicate minerals. American Mineralogist, 103, 927–943, doi: 10.2138/am-2018-6195.
",,,2018-06-01,mineralogy,2018-06-02,"","",Canada
fc535585e0fb1e573b08c78549fcc9a0,10.1111/jai.13630,http://onlinelibrary.wiley.com/doi/10.1111/jai.13630/full,,"Masoudi, M., Esmaeili, H. R., & Ebrahimi, M. (2018). Embryology and early ontogeny of an endemic tooth-carp fish, Aphanius sophiae
 (Heckel, 1847). Journal of Applied Ichthyology, 34(3), 622–632. doi:10.1111/jai.13630
",false,false,2018-06,zoology,2018-02-24,"",0000-0002-9736-397X,Iran
aad26b870e5f0f13c0689d44945aafd6,10.3368/er.36.2.116,http://er.uwpress.org/content/36/2/116.abstract,,"Rapai, S.B., McMullin, R.T., Maloles, J.R., Turgeon, M.-H. & Newmaster, S.G. 2018. An Ecological Restoration Approach to Biological Inventories: A Case Study in the Collection of a Vegetation Biolayer That Will Inform Restoration Planning. Ecological Restoration, 36, 116–126, doi: 10.3368/er.36.2.116.
",true,,2018-06,"botany,selected",2018-05-22,"","",Canada
f21603bf18caf4fe5bf7054eaac1d527,10.1016/j.quaint.2018.05.037,https://www.sciencedirect.com/science/article/pii/S1040618217315367,,"Ponomarenko, D. & Ponomarenko, E. 2018. Describing krotovinas: A contribution to methodology and interpretation. Quaternary International, doi: 10.1016/j.quaint.2018.05.037.
",false,false,2018-06,zoology,2018-06-16,"","","Russia,Canada"
1d87b796e57ea845029374ca2b533b3a,10.1088/1757-899X/364/1/012056,http://iopscience.iop.org/article/10.1088/1757-899X/364/1/012056/pdf,cc-by,"Schalm, O., Anaf, W., Callier, J. & Leyva Pernia, D. 2018. New generation monitoring devices for heritage guardians to detect multiple events and hazards. IOP Conference Series: Materials Science and Engineering, 364, 012056, doi: 10.1088/1757-899x/364/1/012056.
",false,true,2018-06,other,2018-06-24,"","","Belgium,Cuba"
16784d06f8d51f5e7489a9d2c61f0d3e,10.3099/MCZ44.1,http://www.bioone.org/doi/abs/10.3099/MCZ44.1,,"Downs,, J.P., Daeschler,, E.B., Long, A.M. & Shubin, N.H. 2018. Eusthenopteron jenkinsi sp. nov. (Sarcopterygii, Tristichopteridae) from the Upper Devonian of Nunavut, Canada, and a Review of Eusthenopteron Taxonomy. Breviora, 562, 1–24, doi: 10.3099/mcz44.1.
",,,2018-06,"palaeontology,selected",2018-06-26,"","",United States of America
69799373d09e5044276ca3bec9fdcb90,10.1649/0010-065X-72.2.301,http://www.bioone.org/doi/abs/10.1649/0010-065X-72.2.301,,"Anderson, R.S. 2018. Stockwellius fasciatus Anderson, a New Genus and New Species of Litosomina (Coleoptera: Curculionidae: Dryophthorinae: Rhynchophorini) from Panama. The Coleopterists Bulletin, 72, 301–304, doi: 10.1649/0010-065x-72.2.301.
",true,true,2018-06,zoology,2018-07-02,"","",Canada
853615c5d3588c4672a6ac8c912fdfc9,10.1649/0010-065X-72.2.305,http://www.bioone.org/doi/abs/10.1649/0010-065X-72.2.305,,"Skelley, P.E. & Powell, G.S. 2018. Necessary Nomenclatural Corrections for Mycophtorus Lacordaire, 1842 and Neomycotretus Deelder, 1942, with the Establishment of Myceporthus Skelley and Powell, New Genus (Coleoptera: Erotylidae: Tritomini). The Coleopterists Bulletin, 72, 305–313, doi: 10.1649/0010-065x-72.2.305.
",,,2018-06,zoology,2018-07-02,"","",United States of America
6a68fa24b43b55acef90865501ca48c9,10.18435/vamp29283,https://journals.library.ualberta.ca/vamp/index.php/VAMP/article/download/29283/21355,cc-by,"McFeeters, B., Ryan, M.J. & Cullen, T.M. 2018. Positional Variation in Pedal Ungulas of North American Ornithomimids (Dinosauria, Theropoda): A Response to Brownstein (2017). Vertebrate Anatomy Morphology Palaeontology, 5, doi: 10.18435/vamp29283.
",false,false,2018-05-24,palaeontology,2018-05-29,"CMN 12068, CMN 12069, CMN 8632, CMN 930","","Canada, United States of America"
b13c51d0a41b21c9ded60feb399a4b88,10.1007/s10646-018-1945-1,https://link.springer.com/article/10.1007/s10646-018-1945-1,,"Kim Tiam, S., Lavoie, I., Doose, C., Hamilton, P.B. & Fortin, C. 2018. Morphological, physiological and molecular responses of Nitzschia palea under cadmium stress. Ecotoxicology, 27, 675–688, doi: 10.1007/s10646-018-1945-1.
",true,false,2018-05-24,zoology,2018-05-29,"","","Canada,France"
8a0f8ad324725805a6ab5ccbdd856d80,10.1098/rspb.2018.0462,http://rspb.royalsocietypublishing.org/content/285/1878/20180462,,"Muschick, M., Russell, J.M., et al. 2018. Arrival order and release from competition does not explain why haplochromine cichlids radiated in Lake Victoria. Proceedings of the Royal Society B: Biological Sciences, 285, 20180462, doi: 10.1098/rspb.2018.0462.
",true,true,2018-05-16,"zoology,selected",2018-05-16,"","0000-0002-7782-7503, 0000-0001-9648-2902, 0000-0003-2349-0826, 0000-0002-0817-2806, 0000-0003-4630-6788, 0000-0001-6598-1434","Switzerland,United States of America,Canada"
3ad177b6aaa474b87800276b743c24d0,10.1007/s00300-018-2328-z,https://link.springer.com/article/10.1007/s00300-018-2328-z,,"Meyer Ottesen, C.A., Hop, H., Falk-Petersen, S. & Christiansen, J.S. 2018. Reproduction and sexual dimorphism of daubed shanny (Teleostei: Leptoclinus maculatus) in Svalbard waters. Polar Biology, 41, 1867–1880, doi: 10.1007/s00300-018-2328-z.
",false,true,2018-05-10,zoology,2018-05-16,"","",Norway
7a11d1eea233409ce119e1a2fec72710,10.11646/phytotaxa.348.4.2,https://doi.org/10.11646/phytotaxa.348.4.2,,"VÁZQUEZ-GARCÍA, J.-A., NEILL, D.A., SHALISKO, V., ARROYO, F. & MERINO-SANTI, R.E. 2018. Magnolia mercedesiarum (subsect. Talauma, Magnoliaceae): a new Andean species from northern Ecuador, with insights into its potential distribution. Phytotaxa, 348, 254, doi: 10.11646/phytotaxa.348.4.2.
",false,false,2018-05-04,botany,2018-08-03,"","","Ecuador,Mexico,Peru"
de5ed37584ba2172558a8b8003638ca3,10.1002/ece3.4052,https://onlinelibrary.wiley.com/doi/pdf/10.1002/ece3.4052,cc-by,"Fraser, D., Haupt, R.J. & Barr, W.A. 2018. Phylogenetic signal in tooth wear dietary niche proxies. Ecology and Evolution, 8, 5355–5368, doi: 10.1002/ece3.4052.
",true,false,2018-05-03,"palaeontology,selected",2018-05-16,"",0000-0002-0228-2617,"Canada, United States of America"
1a98f295eceed5488edd7db6be168bd7,10.1007/s10933-018-0027-y,https://link.springer.com/article/10.1007/s10933-018-0027-y,,"Elchyshyn, L., Goyette, J.-O., Saulnier-Talbot, É., Maranger, R., Nozais, C., Solomon, C.T. & Gregory-Eaves, I. 2018. Quantifying the effects of hydrological changes on long-term water quality trends in temperate reservoirs: insights from a multi-scale, paleolimnological study. Journal of Paleolimnology, 60, 361–379, doi: 10.1007/s10933-018-0027-y.
",false,false,2018-05-02,palaeontology,2018-05-06,"","","Canada, United States of America"
3aaa63171d71ac9367647e465916e272,10.18435/vamp29338,https://journals.library.ualberta.ca/vamp/index.php/VAMP/article/viewFile/29338/21353#page=9,,"Murray, A.M. & Holmes, R.B. 2018. CSVP 2018 Abstracts. Vertebrate Anatomy Morphology Palaeontology, 5, doi: 10.18435/vamp29338.
",false,false,2018-05-02,palaeontology,2018-05-16,"CMN 10015, CMN 8167, CMN 8168, CMN 8889, CMN 8920","",
07d3dac88670e1661e536e7cf9bb4ab1,10.1007/s10980-018-0628-x,https://link.springer.com/content/pdf/10.1007%2Fs10980-018-0628-x.pdf,cc-by,"Schirpke, U., Meisch, C., & Tappeiner, U. (2018). Symbolic species as a cultural ecosystem service in the European Alps: insights and open issues. Landscape Ecology, 33(5), 711–730. doi:10.1007/s10980-018-0628-x
",false,false,2018-05,other,2018-05-07,"","","Austria,Italy"
313987e14ea5b020a218d0f91f857cef,10.1016/j.palaeo.2018.05.018,https://www.sciencedirect.com/science/article/pii/S0031018218300610,,"Borgaonkar, H.P., Gandhi, N., Ram, S. & Krishnan, R. 2018. Tree-ring reconstruction of late summer temperatures in northern Sikkim (eastern Himalayas). Palaeogeography, Palaeoclimatology, Palaeoecology, 504, 125–135, doi: 10.1016/j.palaeo.2018.05.018.
",false,false,2018-05,palaeontology,2018-05-27,"","",India
00e91001cf3418304cb65cb408839c40,10.1016/j.marpetgeo.2018.05.018,https://www.sciencedirect.com/science/article/pii/S0264817218302150,,"Powell, J.W., Schneider, D.A., Desrochers, A., Flowers, R.M., Metcalf, J.R., Gaidies, F. & Stockli, D.F. 2018. Low-temperature thermochronology of Anticosti Island: A case study on the application of conodont (U-Th)/He thermochronology to carbonate basin analysis. Marine and Petroleum Geology, 96, 441–456, doi: 10.1016/j.marpetgeo.2018.05.018.
",false,false,2018-05,other,2018-06-05,"","","Canada, United States of America"
1af2c2a87ae54922ca75ad2778178abe,10.1134/S0032945218030153,https://link.springer.com/article/10.1134/S0032945218030153,,"Zareian, H., Esmaeili, H.R., Gholamhosseini, A., Alwan, N. & Coad, B.W. 2018. Comments on the Mond Scraper, Capoeta mandica (Teleostei: Cyprinidae): Re-Description, Molecular Systematics and Distribution Modeling. Journal of Ichthyology, 58, 283–295, doi: 10.1134/s0032945218030153.
",,,2018-05,zoology,2018-07-06,"","","Iran,Germany,Lebanon,Canada"
f0255a8bc5179a168903ac6794a97f95,10.1002/ecs2.2279,https://doi.org/10.1002/ecs2.2279,cc-by,"Jarnevich, C.S., Young, N.E., Talbert, M. & Talbert, C. 2018. Forecasting an invasive species’ distribution with global distribution data, local data, and physiological information. Ecosphere, 9, e02279, doi: 10.1002/ecs2.2279.
",,,2018-05,"other,selected",2018-08-03,"","",United States of America
26ea8749cf688bb3bb8741366ac33fce,10.1111/evo.13484,https://doi.org/10.1111/evo.13484,,"Petersen, K.B. & Burd, M. 2018. The adaptive value of heterospory: Evidence from Selaginella
                    . Evolution, 72, 1080–1091, doi: 10.1111/evo.13484.
",,,2018-05,botany,2018-08-03,"","",Australia
7fc9fd9118582d5f5d663cf758acaea4,10.1016/j.palaeo.2018.02.010,https://www.sciencedirect.com/science/article/pii/S0031018217312452,,"Mallon, J. C., Henderson, D. M., McDonough, C. M., & Loughry, W. J. (2018). A “bloat-and-float” taphonomic model best explains the upside-down preservation of ankylosaurs. Palaeogeography, Palaeoclimatology, Palaeoecology, 497, 117–127. doi:10.1016/j.palaeo.2018.02.010
",false,false,2018-05,palaeontology,2018-02-13,"CMN 210, CMN 2759, CMN 31072, CMN 31074, CMN 40605, CMN 57027, CMN 8529, CMN 8531, CMN 8876, CMN 8879, CMN 8880","","Canada,United States of America"
3ab9199f97d44ebea477daea98c85d09,10.3897/zookeys.754.22884,https://zookeys.pensoft.net/article/22884/download/pdf/,,"Lo Brutto, S. & Iaciofano, D. 2018. A taxonomic revision helps to clarify differences between the Atlantic invasive Ptilohyale littoralis and the Mediterranean endemic Parhyale plumicornis (Crustacea, Amphipoda). ZooKeys, 754, 47–62, doi: 10.3897/zookeys.754.22884.
",false,false,2018-04-30,zoology,2018-05-06,CMNC 2002-0071,"",Italy
75712fe5c2c0cab3eb4d3da629f7064f,10.1007/s10021-018-0254-0,,,"Pérez Navarro, M.Á., Sapes, G., Batllori, E., Serra-Diaz, J.M., Esteve, M.A. & Lloret, F. 2018. Climatic Suitability Derived from Species Distribution Models Captures Community Responses to an Extreme Drought Episode. Ecosystems, 22, 77–90, doi: 10.1007/s10021-018-0254-0.
",false,false,2018-04-24,other,2018-05-07,"","","Spain,United States of America,Denmark,France"
30c930dba0c4e0fb9ddff9cb39c3910a,10.1002/oa.2669,https://onlinelibrary.wiley.com/doi/abs/10.1002/oa.2669,,"Lubinski, P.M. & Hale, T.A. 2018. Identifying and siding the stylohyoid bone for North American artiodactyls. International Journal of Osteoarchaeology, 28, 364–374, doi: 10.1002/oa.2669.
",false,false,2018-04-20,palaeontology,2018-04-27,"","",United States of America
023a114c9913a417729cc9928423df06,10.3897/BDJ.6.e22837,https://bdj.pensoft.net/article/22837/download/pdf/,,"Sheffield, C. & Heron, J. 2018. A new western Canadian record of Epeoloides pilosulus (Cresson), with discussion of ecological associations, distribution and conservation status in Canada. Biodiversity Data Journal, 6, e22837, doi: 10.3897/bdj.6.e22837.
",false,false,2018-04-13,zoology,2018-05-07,"","",Canada
8f22b1ddde4256c3dceb2ab057f9989d,10.1007/s00442-018-4140-4,https://link.springer.com/article/10.1007/s00442-018-4140-4,,"Fauteux, D., Gauthier, G., Berteaux, D., Palme, R. & Boonstra, R. 2018. High Arctic lemmings remain reproductively active under predator-induced elevated stress. Oecologia, 187, 657–666, doi: 10.1007/s00442-018-4140-4.
",true,false,2018-04-12,zoology,2018-04-18,"","","Canada,Austria"
140e3144f0be47113c73ea6e8ef251e8,10.1016/j.anbehav.2018.02.018,https://www.sciencedirect.com/science/article/pii/S000334721830068X,,"Bulté, G., Chlebak, R.J., Dawson, J.W. & Blouin-Demers, G. 2018. Studying mate choice in the wild using 3D printed decoys and action cameras: a case of study of male choice in the northern map turtle. Animal Behaviour, 138, 141–143, doi: 10.1016/j.anbehav.2018.02.018.
",,,2018-04,zoology,2018-04-01,"","",Canada
e73c5b43a4c94417a0eeea38c1973ca2,10.1016/j.palaeo.2018.03.004,https://www.sciencedirect.com/science/article/pii/S0031018217307666,,"Super, J.R., Chin, K., Pagani, M., Li, H., Tabor, C., Harwood, D.M. & Hull, P.M. 2018. Late Cretaceous climate in the Canadian Arctic: Multi-proxy constraints from Devon Island. Palaeogeography, Palaeoclimatology, Palaeoecology, 504, 1–22, doi: 10.1016/j.palaeo.2018.03.004.
",false,false,2018-04,palaeontology,2018-04-15,"","",United States of America
76fb0a6d4d3f289296e38fb564490e6e,10.1098/rsos.172336,http://rsos.royalsocietypublishing.org/content/5/4/172336.abstract,cc-by,"Peredo, C.M. & Pyenson, N.D. 2018. 
            Salishicetus meadi
            , a new aetiocetid from the late Oligocene of Washington State and implications for feeding transitions in early mysticete evolution
          . Royal Society Open Science, 5, 172336, doi: 10.1098/rsos.172336.
",false,true,2018-04,palaeontology,2018-04-25,"","0000-0002-7217-9850, 0000-0003-4678-5782",United States of America
f352a31b01eb8055c576275652968e1a,10.1111/cobi.12986,,,"Quan, Q., Che, X., Wu, Yongjie, Wu, Yuchun, Zhang, Q., Zhang, M. & Zou, F. 2018. Effectiveness of protected areas for vertebrates based on taxonomic and phylogenetic diversity. Conservation Biology, 32, 355–365, doi: 10.1111/cobi.12986.
",false,false,2018-04,zoology,2018-05-07,"","","China,United States of America"
9efe56edc4d65efa85a7ec66904c5c06,10.3119/17-11,http://www.rhodorajournal.org/doi/abs/10.3119/17-11,,"Hill, N.M., Crowell, M., Lapaix, R. & Hicks, S. 2018. The Rare Southern Twayblade (Neottia bifolia): Sentinel of Ecosystem Integrity For Sphagnous Swamps. Rhodora, 120, 117–142, doi: 10.3119/17-11.
",,,2018-04,botany,2018-06-24,"","",Canada
691c450a7a49dc090e027b086594180c,10.1016/j.jep.2018.01.022,https://www.sciencedirect.com/science/article/pii/S0378874117334980,,"Roulette, C. J., Njau, E.-F. A., Quinlan, M. B., Quinlan, R. J., & Call, D. R. (2018). Medicinal foods and beverages among Maasai agro-pastoralists in northern Tanzania. Journal of Ethnopharmacology, 216, 191–202. doi:10.1016/j.jep.2018.01.022
",,,2018-04,other,2018-02-06,"","","United States of America,Tanzania"
e496686ec0691ff49c55431da2df8aac,10.1093/biolinnean/bly010,https://academic.oup.com/biolinnean/advance-article/doi/10.1093/biolinnean/bly010/4869751,,"Zanatta, D.T., Stoeckle, B.C., Inoue, K., Paquet, A., Martel, A.L., Kuehn, R. & Geist, J. 2018. High genetic diversity and low differentiation in North American Margaritifera margaritifera (Bivalvia: Unionida: Margaritiferidae). Biological Journal of the Linnean Society, 123, 850–863, doi: 10.1093/biolinnean/bly010.
",true,false,2018-03-30,"zoology,selected",2018-02-23,"","","Canada,United States of America,Germany"
230def9609856e7a729bc1ded02b5d4c,10.3897/zookeys.747.22731,https://zookeys.pensoft.net/article_preview.php?id=22731,,"Moctezuma, V., Sánchez-Huerta, J.L. & Halffter, G. 2018. Two new species of Ateuchus with remarks on ecology, distributions, and evolutionary relationships (Coleoptera, Scarabaeidae, Scarabaeinae). ZooKeys, 747, 71–86, doi: 10.3897/zookeys.747.22731.
",,,2018-03-29,zoology,2018-04-03,"","",Mexico
e9c7954b478eb17be72ce8307c098320,10.1111/1365-2745.12975,https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1365-2745.12975,,"Harris, L.I., Moore, T.R., Roulet, N.T. & Pinsonneault, A.J. 2018. Lichens: A limit to peat growth? Lee, J. (ed.). Journal of Ecology, 106, 2301–2319, doi: 10.1111/1365-2745.12975.
",,,2018-03-24,botany,2018-04-03,"",0000-0002-2637-4030,Canada
e95e8b9391805c6c20974b7dfc01553e,10.3897/zookeys.745.23685,https://zookeys.pensoft.net/article/23685/download/pdf/,,"Moore, M.R., Cave, R.D. & Branham, M.A. 2018. Annotated catalog and bibliography of the cyclocephaline scarab beetles (Coleoptera, Scarabaeidae, Dynastinae, Cyclocephalini). ZooKeys, 745, 101–378, doi: 10.3897/zookeys.745.23685.
",false,false,2018-03-22,zoology,2018-03-28,"","",United States of America
56af7b8adc129e6fc3586504946eaaba,10.3897/zookeys.744.22766,https://zookeys.pensoft.net/article_preview.php?id=22766,cc-by,"Linzmeier, A.M. & Konstantinov, A.S. 2018. 
          Andersonoplatus, a new, remarkable leaf litter inhabiting genus of Monoplatina (Coleoptera, Chrysomelidae, Galerucinae, Alticini). ZooKeys, 744, 79–138, doi: 10.3897/zookeys.744.22766.
",,true,2018-03-20,"zoology,selected",2018-03-25,"","","Brazil,United States of America"
